"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"11 Mar 2017";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"SWORD GROUP";"FR0004180578";"SWP";"Euronext Paris";"EUR";"30,88";"31,14";"30,60";"31,09";"10/03/2017 17:35";"CET";"5035";"155755,69"
"SYNERGIE";"FR0000032658";"SDG";"Euronext Paris";"EUR";"40,24";"40,35";"39,50";"39,96";"10/03/2017 17:35";"CET";"5407";"214942,67"
"TAKEAWAY";"NL0012015705";"TKWY";"Euronext Amsterdam";"EUR";"31,30";"31,80";"31,295";"31,575";"10/03/2017 17:35";"CET";"8500";"268882,575"
"TARKETT";"FR0004188670";"TKTT";"Euronext Paris";"EUR";"39,96";"40,40";"39,415";"39,69";"10/03/2017 17:35";"CET";"61466";"2449293,035"
"TAYNINH";"FR0000063307";"TAYN";"Euronext Paris";"EUR";"1,35";"1,35";"1,35";"1,35";"08/03/2017 11:30";"CET";"74";"99,90"
"TEAM";"FR0000033466";"MLTEA";"Marché Libre Paris";"EUR";"256,00";"256,00";"256,00";"256,00";"16/02/2017 15:00";"CET";"10";"2560,00"
"TEAM KALORIK";"BE0003852697";"TEAM";"Marché Libre Brussels";"EUR";"0,10";"0,10";"0,10";"0,10";"19/10/2016 15:00";"CET";"260";"26,00"
"TECHNICOLOR";"FR0010918292";"TCH";"Euronext Paris";"EUR";"3,931";"3,988";"3,921";"3,959";"10/03/2017 17:35";"CET";"944423";"3731955,868"
"TECHNIPFMC";"GB00BDSFG982";"FTI";"Euronext Paris";"EUR";"29,545";"29,895";"29,315";"29,47";"10/03/2017 17:35";"CET";"1575527";"46612569,055"
"TECHNOFIRST";"FR0011651819";"ALFST";"Alternext Paris";"EUR";"1,27";"1,27";"1,27";"1,27";"10/03/2017 15:30";"CET";"607";"770,89"
"TECHNOFLEX";"FR0000185795";"MLTEK";"Marché Libre Paris";"EUR";"10,00";"10,00";"10,00";"10,00";"04/01/2017 15:00";"CET";"5";"50,00"
"TEIXEIRA DUARTE";"PTTD10AM0000";"TDSA";"Euronext Lisbon";"EUR";"0,204";"0,238";"0,203";"0,233";"10/03/2017 16:35";"GMT";"557739";"124268,066"
"TELECOM DESIGN";"FR0000184806";"MLTED";"Marché Libre Paris";"EUR";"3,65";"3,65";"3,65";"3,65";"30/12/2016 15:00";"CET";"1500";"5475,00"
"TELECOM ITALIA SPA";"IT0003497168";"TIT";"Traded not listed Amsterdam";"EUR";"0,79";"0,79";"0,79";"0,79";"10/03/2017 11:30";"CET";"6578";"5196,62"
"TELEFONICA";"ES0178430E18";"TFA";"Traded not listed Amsterdam";"EUR";"10,40";"10,43";"10,31";"10,31";"10/03/2017 16:58";"CET";"2869";"29770,30"
"TELEGRAAF MEDIA GR";"NL0000386605";"TMG";"Euronext Amsterdam";"EUR";"6,549";"6,549";"6,495";"6,50";"10/03/2017 17:36";"CET";"22816";"148433,265"
"TELENET GROUP";"BE0003826436";"TNET";"Euronext Brussels";"EUR";"55,17";"55,62";"55,05";"55,40";"10/03/2017 17:35";"CET";"146826";"8133465,92"
"TELEPERFORMANCE";"FR0000051807";"RCF";"Euronext Paris";"EUR";"99,91";"100,00";"98,73";"99,00";"10/03/2017 17:35";"CET";"188950";"18717138,10"
"TELEVERBIER";"CH0008175645";"TVRB";"Euronext Paris";"EUR";"33,50";"33,50";"33,50";"33,50";"09/03/2017 11:30";"CET";"400";"13400,00"
"TELEVISTA";"FR0011076595";"MLVST";"Marché Libre Paris";"EUR";"0,60";"0,60";"0,60";"0,60";"13/06/2016 15:00";"CET";"1206";"723,60"
"TER BEKE";"BE0003573814";"TERB";"Euronext Brussels";"EUR";"166,50";"172,15";"166,05";"171,00";"10/03/2017 17:39";"CET";"713";"121025,40"
"TERREIS";"FR0010407049";"TER";"Euronext Paris";"EUR";"36,80";"36,80";"36,00";"36,00";"10/03/2017 17:35";"CET";"2112";"76644,26"
"TESSENDERLO";"BE0003555639";"TESB";"Euronext Brussels";"EUR";"35,165";"36,00";"35,085";"35,42";"10/03/2017 17:35";"CET";"86553";"3088311,05"
"TESSI";"FR0004529147";"TES";"Euronext Paris";"EUR";"136,11";"138,40";"136,11";"136,90";"10/03/2017 17:35";"CET";"795";"109652,96"
"TETRAGON FIN GRP";"GG00B1RMC548";"TFG";"Euronext Amsterdam";"USD";"12,39";"12,41";"12,38";"12,38";"10/03/2017 17:35";"CET";"54548";"676330,73"
"TEXAF";"BE0974263924";"TEXF";"Euronext Brussels";"EUR";"33,95";"33,95";"33,90";"33,90";"10/03/2017 17:35";"CET";"725";"24599,50"
"TF1";"FR0000054900";"TFI";"Euronext Paris";"EUR";"10,90";"10,90";"10,71";"10,715";"10/03/2017 17:35";"CET";"399350";"4306518,185"
"TF1 NV";"FR0013217379";"TFINV";"Euronext Paris";"EUR";"10,35";"10,46";"10,35";"10,46";"03/03/2017 17:00";"CET";"8000";"83152,00"
"TFF GROUP";"FR0000071904";"TFF";"Euronext Paris";"EUR";"115,25";"115,50";"114,75";"115,00";"10/03/2017 17:02";"CET";"1093";"125530,50"
"THALES";"FR0000121329";"HO";"Euronext Paris";"EUR";"89,74";"90,31";"88,93";"88,93";"10/03/2017 17:35";"CET";"269625";"24093329,40"
"THALES NV";"FR0013227170";"HONV";"Euronext Paris";"EUR";"88,40";"88,40";"88,40";"88,40";"10/03/2017 12:00";"CET";"1500";"132600,00"
"THANNBERGER ET CIE";"FR0010630988";"MLTHA";"Marché Libre Paris";"EUR";"5,11";"5,11";"5,11";"5,11";"01/10/2014 15:00";"CET";"9";"45,99"
"THE NAVIGATOR COMP";"PTPTI0AM0006";"NVG";"Euronext Lisbon";"EUR";"3,56";"3,588";"3,542";"3,563";"10/03/2017 16:35";"GMT";"342277";"1220903,923"
"THERACLION";"FR0010120402";"ALTHE";"Alternext Paris";"EUR";"5,16";"5,19";"5,10";"5,11";"10/03/2017 17:35";"CET";"4719";"24301,57"
"THERADIAG";"FR0004197747";"ALTER";"Alternext Paris";"EUR";"3,12";"3,15";"3,10";"3,14";"10/03/2017 17:35";"CET";"11854";"37012,55"
"THERMADOR GROUPE";"FR0000061111";"THEP";"Euronext Paris";"EUR";"86,95";"88,47";"86,50";"88,35";"10/03/2017 17:35";"CET";"4848";"422475,86"
"THERMES DE SAUJON";"FR0007261425";"MLTDS";"Marché Libre Paris";"EUR";"252,00";"252,00";"252,00";"252,00";"20/12/2016 15:00";"CET";"7";"1764,00"
"THERMOCOMPACT";"FR0004037182";"THER";"Euronext Paris";"EUR";"40,98";"40,98";"40,98";"40,98";"09/03/2017 16:30";"CET";"10";"409,80"
"THROMBOGENICS";"BE0003846632";"THR";"Euronext Brussels";"EUR";"3,30";"3,30";"3,252";"3,297";"10/03/2017 17:35";"CET";"16981";"55619,186"
"THUNDERBIRD";"VGG885761061";"TBIRD";"Euronext Amsterdam";"USD";"0,19";"0,20";"0,19";"0,20";"10/03/2017 15:11";"CET";"5211";"998,87"
"TIE KINETIX";"NL0010389508";"TIE";"Euronext Amsterdam";"EUR";"9,601";"9,601";"9,60";"9,601";"10/03/2017 16:53";"CET";"114";"1094,402"
"TIGENIX";"BE0003864817";"TIG";"Euronext Brussels";"EUR";"0,779";"0,779";"0,743";"0,743";"10/03/2017 17:35";"CET";"592428";"450430,296"
"TIKEHAU CAPITAL";"FR0013230612";"TKO";"Euronext Paris";"EUR";"25,00";"25,90";"24,85";"24,85";"10/03/2017 16:56";"CET";"1003";"25270,85"
"TINC";"BE0974282148";"TINC";"Euronext Brussels";"EUR";"12,56";"12,60";"12,50";"12,51";"10/03/2017 17:29";"CET";"6651";"83488,825"
"TIPIAK";"FR0000066482";"TIPI";"Euronext Paris";"EUR";"84,00";"84,00";"83,75";"83,75";"10/03/2017 16:30";"CET";"71";"5950,50"
"TISCALI";"IT0004513666";"TISN";"Traded not listed Amsterdam";"EUR";"0,04";"0,04";"0,04";"0,04";"10/03/2017 12:44";"CET";"30";"1,20"
"TIVOLY";"FR0000060949";"TVLY";"Euronext Paris";"EUR";"23,41";"23,80";"23,25";"23,45";"10/03/2017 17:24";"CET";"636";"14897,29"
"TKH GROUP";"NL0000852523";"TWEKA";"Euronext Amsterdam";"EUR";"41,16";"41,25";"40,70";"40,765";"10/03/2017 17:35";"CET";"248498";"10164027,46"
"TOMTOM";"NL0000387058";"TOM2";"Euronext Amsterdam";"EUR";"8,582";"8,674";"8,56";"8,642";"10/03/2017 17:38";"CET";"1691005";"14597138,509"
"TONNA ELECTRONIQUE";"FR0000064388";"TONN";"Euronext Paris";"EUR";"1,98";"1,98";"1,98";"1,98";"08/03/2017 11:30";"CET";"1440";"2851,20"
"TOOLUX SANDING";"LU0394945660";"ALTLX";"Alternext Paris";"EUR";"1,60";"1,60";"1,60";"1,60";"25/03/2015 15:30";"CET";"1650";"2640,00"
"TOQUEBLANCHEMONDE";"FR0011668821";"MLTBM";"Marché Libre Paris";"EUR";"5,30";"5,30";"5,30";"5,30";"16/12/2014 15:00";"CET";"50";"265,00"
"TOTAL";"FR0000120271";"FP";"Euronext Paris, Brussels";"EUR";"46,97";"47,825";"46,92";"47,265";"10/03/2017 17:39";"CET";"6358792";"300816669,405"
"TOTAL GABON";"GA0000121459";"EC";"Euronext Paris";"EUR";"147,30";"148,25";"145,50";"148,00";"10/03/2017 17:29";"CET";"819";"120632,15"
"TOTAL NV";"FR0013229085";"FPNV";"Euronext Paris";"EUR";"45,80";"45,80";"45,80";"45,80";"10/03/2017 17:00";"CET";"3780";"173124,00"
"TOUAX";"FR0000033003";"TOUP";"Euronext Paris";"EUR";"11,20";"11,54";"11,20";"11,54";"10/03/2017 17:35";"CET";"3521";"40171,55"
"TOUPARGEL GROUPE";"FR0000039240";"TOU";"Euronext Paris";"EUR";"4,51";"4,51";"4,51";"4,51";"10/03/2017 11:30";"CET";"51";"230,01"
"TOUR EIFFEL";"FR0000036816";"EIFF";"Euronext Paris";"EUR";"54,50";"54,50";"53,75";"53,89";"10/03/2017 17:35";"CET";"922";"49947,96"
"TOUTABO";"FR0010621722";"MLABO";"Marché Libre Paris";"EUR";"1,23";"1,23";"1,23";"1,23";"30/12/2011 15:00";"CET";"1";"1,23"
"TOYOTA CAETANO";"PTSCT0AP0018";"SCT";"Euronext Lisbon";"EUR";"1,30";"1,30";"1,30";"1,30";"10/03/2017 15:30";"GMT";"70";"91,00"
"TPSH";"FR0011040690";"MLPSH";"Marché Libre Paris";"EUR";"0,33";"0,33";"0,33";"0,33";"08/02/2017 15:00";"CET";"65";"21,45"
"TRAMWAYS DE ROUEN";"FR0000031866";"MLTRA";"Marché Libre Paris";"EUR";"3000,00";"3000,00";"3000,00";"3000,00";"23/01/2017 15:00";"CET";"2";"6000,00"
"TRANSGENE";"FR0005175080";"TNG";"Euronext Paris";"EUR";"2,54";"2,58";"2,53";"2,56";"10/03/2017 17:35";"CET";"25732";"65655,20"
"TRANSINSULAR";"PTTRA0AP0006";"TRAAP";"Easynext Lisbon";"EUR";"21,01";"21,01";"21,01";"21,01";"06/12/2012 15:30";"GMT";"57";"1197,57"
"TRAQUEUR";"FR0004043487";"ALTRA";"Alternext Paris";"EUR";"1,27";"1,27";"1,27";"1,27";"10/03/2017 15:30";"CET";"1";"1,27"
"TREASURE MINE";"HK0000058161";"MLTMT";"Marché Libre Paris";"EUR";"0,02";"0,02";"0,02";"0,02";"26/01/2017 15:00";"CET";"3000";"60,00"
"TRIGANO";"FR0005691656";"TRI";"Euronext Paris";"EUR";"89,70";"90,19";"89,40";"89,63";"10/03/2017 17:35";"CET";"6259";"561246,23"
"TRILOGIQ";"FR0010397901";"ALTRI";"Alternext Paris";"EUR";"9,30";"9,30";"9,30";"9,30";"10/03/2017 15:30";"CET";"105";"976,50"
"TROC ILE";"FR0000031106";"MLTRO";"Marché Libre Paris";"EUR";"3,00";"3,00";"3,00";"3,00";"20/02/2017 15:05";"CET";"496";"1488,00"
"TROIS CHENES";"FR0000076481";"MLTRC";"Marché Libre Paris";"EUR";"9,12";"9,12";"9,12";"9,12";"02/03/2017 15:00";"CET";"75";"684,00"
"TRONICS";"FR0004175099";"ALTRO";"Alternext Paris";"EUR";"12,91";"12,93";"12,91";"12,93";"08/03/2017 16:30";"CET";"88";"1136,48"
"TRSB GROUPE";"FR0010500793";"MLTRS";"Marché Libre Paris";"EUR";"2,24";"2,24";"2,24";"2,24";"31/01/2017 15:00";"CET";"175";"392,00"
"TTI";"FR0010383877";"ALTTI";"Alternext Paris";"EUR";"0,40";"0,40";"0,40";"0,40";"06/03/2017 15:30";"CET";"1";"0,40"
"TUBIZE-FIN";"BE0003823409";"TUB";"Euronext Brussels";"EUR";"64,00";"64,78";"63,87";"64,63";"10/03/2017 17:35";"CET";"3221";"207125,59"
"TUTO4PC.COM GROUP";"FR0011068766";"ALTUT";"Alternext Paris";"EUR";"0,07";"0,07";"0,07";"0,07";"05/01/2017 15:30";"CET";"200";"14,00"
"TXCELL";"FR0010127662";"TXCL";"Euronext Paris";"EUR";"1,81";"1,96";"1,80";"1,86";"10/03/2017 17:35";"CET";"325960";"615968,88"
"TXCELL ABSA FEB18";"FR0013231792";"TXCBS";"Euronext Paris";"EUR";"0,10";"0,13";"0,10";"0,13";"10/03/2017 17:35";"CET";"112350";"13522,318"
"TXCOM";"FR0010654087";"ALTXC";"Alternext Paris";"EUR";"7,00";"7,00";"7,00";"7,00";"07/03/2017 15:30";"CET";"151";"1057,00"
"U&I LEARNING";"BE0003847648";"UNI";"Marché Libre Brussels";"EUR";"1,37";"1,37";"1,37";"1,37";"06/02/2017 15:00";"CET";"1500";"2055,00"
"U10";"FR0000079147";"UDIS";"Euronext Paris";"EUR";"3,70";"3,70";"3,58";"3,64";"10/03/2017 17:35";"CET";"38557";"140664,08"
"UBISOFT ENTERTAIN";"FR0000054470";"UBI";"Euronext Paris";"EUR";"36,395";"36,945";"36,115";"36,885";"10/03/2017 17:35";"CET";"160028";"5881088,09"
"UCAR";"FR0011070457";"ALUCR";"Alternext Paris";"EUR";"19,76";"19,76";"19,76";"19,76";"10/03/2017 09:00";"CET";"1";"19,76"
"UCB";"BE0003739530";"UCB";"Euronext Brussels";"EUR";"69,07";"69,96";"69,03";"69,73";"10/03/2017 17:35";"CET";"302103";"21027858,21"
"ULRIC DE VARENS";"FR0000079980";"ULDV";"Euronext Paris";"EUR";"4,30";"4,30";"4,30";"4,30";"10/03/2017 09:00";"CET";"1";"4,30"
"UMALIS GROUP";"FR0011776889";"MLUMG";"Marché Libre Paris";"EUR";"7,50";"7,50";"7,50";"7,50";"10/03/2017 15:00";"CET";"1";"7,50"
"UMANIS";"FR0010949388";"ALUMS";"Alternext Paris";"EUR";"41,90";"42,00";"41,75";"42,00";"10/03/2017 17:35";"CET";"614";"25758,40"
"UMICORE";"BE0003884047";"UMI";"Euronext Brussels";"EUR";"50,95";"51,28";"50,75";"50,76";"10/03/2017 17:35";"CET";"460509";"23435754,75"
"UN TOIT POUR TOI";"FR0013180189";"MLUTP";"Marché Libre Paris";"EUR";"9,47";"9,47";"9,47";"9,47";"10/03/2017 15:00";"CET";"200";"1894,00"
"UNI.METALG.HT-SEI.";"FR0005783503";"MLUMH";"Marché Libre Paris";"EUR";"45,00";"45,00";"45,00";"45,00";"04/01/2017 15:00";"CET";"1";"45,00"
"UNIBAIL-RODAMCO";"FR0000124711";"UL";"Euronext Amsterdam, Paris";"EUR";"217,00";"217,00";"213,25";"213,25";"10/03/2017 17:35";"CET";"372630";"79934778,05"
"UNIBEL";"FR0000054215";"UNBL";"Euronext Paris";"EUR";"980,00";"980,00";"980,00";"980,00";"10/03/2017 16:30";"CET";"138";"135240,00"
"UNILEVER 6%";"NL0000388742";"UNCP6";"Euronext Amsterdam";"EUR";"87,00";"87,00";"87,00";"87,00";"03/03/2017 16:30";"CET";"15";"1305,00"
"UNILEVER 7%";"NL0000388726";"UNCP7";"Euronext Amsterdam";"EUR";"989,00";"989,00";"989,00";"989,00";"23/02/2012 11:30";"CET";"4";"3956,00"
"UNILEVER DR";"NL0000009355";"UNA";"Euronext Amsterdam";"EUR";"45,64";"46,04";"45,435";"45,875";"10/03/2017 18:37";"CET";"4829586";"221351924,029"
"UNILEVER DR7CP";"NL0000388684";"UNCC7";"Euronext Amsterdam";"EUR";"104,00";"104,00";"104,00";"104,00";"27/02/2017 11:30";"CET";"71";"7384,00"
"UNILEVER OS";"NL0000388619";"UNIA";"Euronext Amsterdam";"EUR";"45,505";"46,045";"45,50";"46,045";"10/03/2017 17:35";"CET";"18299";"837206,695"
"UNION FIN.FRANCE";"FR0000034548";"UFF";"Euronext Paris";"EUR";"26,10";"26,27";"26,01";"26,26";"10/03/2017 17:26";"CET";"1879";"49009,05"
"UNION PAC CORP";"US9078181081";"UNPA";"Traded not listed Amsterdam";"USD";"104,55";"104,55";"104,55";"104,55";"22/12/2016 16:30";"CET";"78";"7808,22"
"UNION TECH.INFOR.";"FR0000074197";"FPG";"Euronext Paris";"EUR";"0,69";"0,71";"0,69";"0,71";"10/03/2017 12:17";"CET";"14151";"9817,19"
"UNITI";"FR0012709160";"MLUNT";"Marché Libre Paris";"EUR";"4,89";"4,89";"4,89";"4,89";"10/03/2017 15:00";"CET";"290";"1418,10"
"UNITRONICS";"IL0010838311";"UNITB";"Euronext Brussels";"EUR";"4,90";"4,90";"4,90";"4,90";"10/03/2017 16:30";"CET";"3780";"18522,00"
"UNIVERSAL.BE";"BE0974279110";"MLUNI";"Marché Libre Paris";"EUR";"13,00";"13,00";"13,00";"13,00";"29/07/2015 15:00";"CET";"10";"130,00"
"USG";"FR0012060036";"MLUSG";"Marché Libre Paris";"EUR";"9,00";"9,00";"9,00";"9,00";"21/01/2016 15:00";"CET";"100";"900,00"
"VAA VISTA ALEGRE";"PTVAA0AE0001";"VAF";"Euronext Lisbon";"EUR";"0,09";"0,09";"0,09";"0,09";"10/03/2017 15:30";"GMT";"400";"36,00"
"VALE";"US91912E1055";"VALE3";"Euronext Paris";"EUR";"9,15";"9,15";"9,15";"9,15";"10/03/2017 14:42";"CET";"120";"1098,00"
"VALE PREF";"US91912E2046";"VALE5";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"VALEO";"FR0013176526";"FR";"Euronext Paris";"EUR";"58,71";"59,01";"58,25";"58,29";"10/03/2017 17:35";"CET";"684166";"40060032,66"
"VALLOUREC";"FR0000120354";"VK";"Euronext Paris";"EUR";"5,462";"5,57";"5,37";"5,40";"10/03/2017 17:35";"CET";"5775362";"31671489,928"
"VALNEVA";"FR0004056851";"VLA";"Euronext Paris";"EUR";"2,62";"2,64";"2,60";"2,64";"10/03/2017 17:35";"CET";"72540";"190454,60"
"VALNEVA PREF";"FR0011472943";"VLAP";"Euronext Paris";"EUR";"0,03";"0,03";"0,02";"0,02";"10/03/2017 16:35";"CET";"167897";"5036,52"
"VALONEO";"FR0012833770";"MLVAL";"Marché Libre Paris";"EUR";"12,00";"12,00";"12,00";"12,00";"10/03/2017 15:00";"CET";"49";"588,00"
"VALUE8";"NL0010661864";"VALUE";"Euronext Amsterdam";"EUR";"6,25";"6,25";"6,15";"6,151";"10/03/2017 16:40";"CET";"4545";"28190,59"
"VALUE8 CUM PREF";"NL0009875483";"PREVA";"Euronext Amsterdam";"EUR";"23,50";"23,50";"23,50";"23,50";"09/03/2017 16:30";"CET";"954";"22419,00"
"VAN DE VELDE";"BE0003839561";"VAN";"Euronext Brussels";"EUR";"55,60";"57,00";"55,60";"55,77";"10/03/2017 17:35";"CET";"10178";"572328,07"
"VAN LANSCHOT";"NL0000302636";"LANS";"Euronext Amsterdam";"EUR";"21,02";"21,70";"21,02";"21,645";"10/03/2017 17:35";"CET";"120840";"2588712,255"
"VANEXPORT";"FR0010775064";"MLVAN";"Marché Libre Paris";"EUR";"21,60";"21,60";"21,60";"21,60";"14/03/2011 15:00";"CET";"22";"475,20"
"VASTNED";"NL0000288918";"VASTN";"Euronext Amsterdam";"EUR";"34,305";"34,305";"33,755";"34,01";"10/03/2017 17:40";"CET";"104148";"3540913,265"
"VASTNED RETAIL BEL";"BE0003754687";"VASTB";"Euronext Brussels";"EUR";"51,75";"51,75";"51,50";"51,60";"10/03/2017 17:35";"CET";"583";"30106,85"
"VDI GROUP";"FR0010337865";"ALVDI";"Alternext Paris";"EUR";"5,67";"5,67";"5,62";"5,62";"10/03/2017 16:48";"CET";"1538";"8683,15"
"VELCAN";"FR0010245803";"ALVEL";"Alternext Paris";"EUR";"10,90";"10,90";"10,60";"10,89";"10/03/2017 14:07";"CET";"695";"7555,65"
"VEOLIA ENVIRON.";"FR0000124141";"VIE";"Euronext Paris";"EUR";"16,22";"16,225";"16,03";"16,055";"10/03/2017 17:35";"CET";"2089079";"33650788,18"
"VERENIGDE NED COMP";"NL0009169515";"VNC";"Euronext Amsterdam";"EUR";"2,50";"2,50";"2,499";"2,50";"10/03/2017 11:05";"CET";"800";"1999,528"
"VERGNET";"FR0004155240";"ALVER";"Alternext Paris";"EUR";"1,07";"1,09";"1,07";"1,09";"10/03/2017 17:35";"CET";"6875";"7469,69"
"VERIZON COMM.";"US92343V1044";"VERIZ";"Traded not listed Amsterdam";"USD";"34,91";"34,91";"34,91";"34,91";"05/03/2012 16:30";"CET";"328";"11450,48"
"VERNEUIL PARTICIP.";"FR0000062465";"VRNL";"Euronext Paris";"EUR";"0,79";"0,79";"0,72";"0,72";"03/03/2017 16:30";"CET";"2025";"1571,75"
"VERNEY CARRON";"FR0006174496";"MLVER";"Marché Libre Paris";"EUR";"8,00";"8,00";"8,00";"8,00";"07/02/2017 15:00";"CET";"100";"800,00"
"VESTASIA LIMITED";"HK0000041928";"MLVES";"Marché Libre Paris";"EUR";"0,35";"0,35";"0,35";"0,35";"24/10/2016 15:00";"CET";"271";"94,85"
"VETOQUINOL";"FR0004186856";"VETO";"Euronext Paris";"EUR";"51,00";"51,47";"51,00";"51,24";"10/03/2017 17:35";"CET";"685";"35072,34"
"VEXIM";"FR0011072602";"ALVXM";"Alternext Paris";"EUR";"9,39";"9,41";"9,38";"9,39";"10/03/2017 17:35";"CET";"3008";"28259,82"
"VEXIM BS";"FR0012353530";"VXMBS";"Alternext Paris";"EUR";"0,30";"0,30";"0,30";"0,30";"05/05/2016 10:19";"CET";"3000";"900,00"
"VGP";"BE0003878957";"VGP";"Euronext Brussels";"EUR";"74,00";"74,79";"73,52";"73,52";"10/03/2017 15:32";"CET";"223";"16584,86"
"VIADEO";"FR0010325241";"VIAD";"Euronext Paris";"EUR";"0,98";"1,01";"0,98";"0,99";"10/11/2016 17:38";"CET";"5095";"5025,95"
"VIALIFE";"FR0010326090";"ALVIA";"Alternext Paris";"EUR";"23,39";"23,39";"23,39";"23,39";"10/03/2017 15:30";"CET";"1";"23,39"
"VICAT";"FR0000031775";"VCT";"Euronext Paris";"EUR";"61,76";"62,41";"61,76";"62,14";"10/03/2017 17:35";"CET";"23937";"1485081,87"
"VIDELIO";"FR0000066680";"VDLO";"Euronext Paris";"EUR";"1,61";"1,61";"1,60";"1,60";"10/03/2017 17:36";"CET";"5111";"8177,61"
"VIEL ET COMPAGNIE";"FR0000050049";"VIL";"Euronext Paris";"EUR";"4,65";"4,98";"4,65";"4,98";"10/03/2017 17:35";"CET";"64791";"311675,36"
"VIKTORIA INVEST";"FR0000035719";"VI";"Euronext Paris";"EUR";"5,95";"5,95";"5,95";"5,95";"10/03/2017 16:30";"CET";"2467";"14678,65"
"VILMORIN & CIE";"FR0000052516";"RIN";"Euronext Paris";"EUR";"66,45";"66,45";"66,08";"66,30";"10/03/2017 17:35";"CET";"3729";"247189,07"
"VINCI";"FR0000125486";"DG";"Euronext Paris";"EUR";"70,73";"70,87";"70,29";"70,34";"10/03/2017 17:35";"CET";"1099892";"77551699,81"
"VINCI NV";"FR0013235397";"DGNV";"Euronext Paris";"EUR";"68,90";"69,00";"68,90";"69,00";"09/03/2017 17:00";"CET";"5615";"386923,50"
"VIOHALCO";"BE0974271034";"VIO";"Euronext Brussels";"EUR";"1,805";"1,805";"1,805";"1,805";"10/03/2017 17:23";"CET";"1338";"2415,09"
"VIRBAC";"FR0000031577";"VIRP";"Euronext Paris";"EUR";"166,75";"169,95";"164,20";"168,65";"10/03/2017 17:35";"CET";"6529";"1087475,45"
"VISIATIV";"FR0004029478";"ALVIV";"Alternext Paris";"EUR";"26,45";"26,45";"25,40";"26,19";"10/03/2017 17:20";"CET";"6223";"163185,47"
"VISIO NERF";"FR0010033480";"MLVIS";"Marché Libre Paris";"EUR";"0,92";"0,92";"0,92";"0,92";"09/03/2017 15:00";"CET";"1000";"920,00"
"VISIODENT";"FR0000065765";"SDT";"Euronext Paris";"EUR";"2,40";"2,40";"2,40";"2,40";"10/03/2017 11:30";"CET";"105";"252,00"
"VISIOMED GROUP";"FR0011067669";"ALVMG";"Alternext Paris";"EUR";"1,93";"1,96";"1,91";"1,94";"10/03/2017 17:35";"CET";"238391";"461275,60"
"VIVENDI";"FR0000127771";"VIV";"Euronext Paris";"EUR";"17,33";"17,485";"17,265";"17,325";"10/03/2017 17:35";"CET";"3810611";"66118778,745"
"VOLKSWAGEN";"DE0007664005";"VWA";"Traded not listed Amsterdam";"EUR";"144,59";"144,75";"143,10";"143,56";"10/03/2017 17:06";"CET";"1393";"200093,44"
"VOLTA FINANCE";"GG00B1GHHH78";"VTA";"Euronext Amsterdam";"EUR";"7,50";"7,50";"7,40";"7,40";"10/03/2017 16:53";"CET";"3852";"28680,95"
"VOLTALIA";"FR0011995588";"VLTSA";"Euronext Paris";"EUR";"9,12";"9,56";"9,12";"9,56";"10/03/2017 17:35";"CET";"28332";"261609,24"
"VOPAK";"NL0009432491";"VPK";"Euronext Amsterdam";"EUR";"40,70";"40,99";"40,445";"40,665";"10/03/2017 17:35";"CET";"405329";"16513464,365"
"VOPIUM";"DK0060129575";"MLVOP";"Marché Libre Paris";"EUR";"0,18";"0,18";"0,18";"0,18";"10/03/2017 15:00";"CET";"300";"54,00"
"VOYAGEURS DU MONDE";"FR0004045847";"ALVDM";"Alternext Paris";"EUR";"68,80";"70,26";"68,50";"70,00";"10/03/2017 17:35";"CET";"1906";"132431,83"
"VRANKEN-POMMERY";"FR0000062796";"VRAP";"Euronext Paris, Brussels";"EUR";"22,40";"22,56";"22,30";"22,31";"10/03/2017 16:29";"CET";"6509";"145360,00"
"WALLIX";"FR0010131409";"ALLIX";"Alternext Paris";"EUR";"11,00";"11,17";"10,83";"11,00";"10/03/2017 17:27";"CET";"10131";"112175,26"
"WAREHOUSES";"BE0003734481";"WEB";"Euronext Brussels";"EUR";"62,80";"62,80";"62,80";"62,80";"10/03/2017 11:30";"CET";"150";"9420,00"
"WAVESTONE";"FR0004036036";"WAVE";"Euronext Paris";"EUR";"85,90";"87,00";"85,90";"86,64";"10/03/2017 17:35";"CET";"1078";"93288,39"
"WDP";"BE0003763779";"WDP";"Euronext Brussels, Amsterdam";"EUR";"85,89";"86,12";"85,30";"85,89";"10/03/2017 17:35";"CET";"16627";"1425226,81"
"WE.CONNECT";"FR0013079092";"ALWEC";"Alternext Paris";"EUR";"8,50";"8,50";"8,50";"8,50";"10/03/2017 15:30";"CET";"200";"1700,00"
"WEBORAMA";"FR0010337444";"ALWEB";"Alternext Paris";"EUR";"10,27";"10,27";"10,27";"10,27";"10/03/2017 09:00";"CET";"1";"10,27"
"WEBORAMA NV";"FR0013227188";"WEBNV";"Alternext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
